content,label,score
tolong bantu mau login tapi erorr terus,negative,98.595%
tidak bisa masuk gagal kunci digital terus,neutral,54.560%
foto hasil tidak bisa langsung verifikasi,neutral,98.393%
pliss baik semua lagi kalau bisa bikin for ios juga,neutral,58.466%
sudah bisa download tpi belum dapat wa username passwor sama kpu,neutral,99.138%
aplikasi guna mudah bukan malah sulit,positive,97.440%
nama sirekap tapi login nya aja gk bisa apalagi rekap kpu lucu buat aplikasi,negative,98.662%
kenapa tidak bisa login tolong baik,neutral,83.677%
bikin aplikasi serahin sama ahli jgn karna yg susah emang aplikasi perintah tuh aplikasi aja yg pake juta orang lancar aja,negative,84.817%
kenapa sirekap tidak bisa login yah padahal sudah bener masuk nomor,neutral,66.706%
butuh baik aplikasi guna negara masa kalah sama aplikasi main anak anak,negative,90.623%
tidak bisa login padahal kata username kata sandi benar,neutral,98.443%
gagal dapat sertifikat digital kalau gin harus bagaimana,negative,98.728%
aplikasi negara utk penting negara malah nyusahin usernya sdh hari lebih akun sirekap tidak bisa masuk,negative,99.508%
saran milu datang lebih baik gak pake aplikasi bikin ribet aja rawan curang alias gelembung suara,negative,96.738%
apk sangat super duper buruk pengoprasiannya kok bisa nya kelas milu guna apk kek t i,negative,99.736%
tdk fungsi masa diandroid bisa log in android tdk ngaco nih,negative,96.406%
kalau belum siap guna lebih baik kaji ulang susah milu sudah selesai masih ngurus ngurus rekap ngomong gin juga gak akan didengerin orang rakyat,negative,98.471%
susah banget instal udah hari ngak bisa juga,negative,99.648%
ganggu terrrrusss mau login susah boro rekap,negative,99.697%
aplikasi ampas masih banyak bug aplikasi,negative,98.534%
apl mau login aja susah padahal jaring bagus klo gin cara mending manual,negative,97.576%
harus kalau memang milu mau guna apk sirekap harus semua android bisa akses tanpa syarat krna tugas kpps gk semua punya andorid yg spek memo nya tinggi,negative,73.067%
kok knpa ya ngga bisa masuk kyanya perlu tingkat lgi aplikasi,negative,98.167%
susah login proses inisial gagal teroos,negative,99.700%
aplikasi sangat membantuuu milu moga sukses aplikasi sirekap good,positive,98.872%
kaga jelas baru terus kaga bisa dipake,negative,99.424%
aplikasi sangat rumit sulit login rumit isi,negative,99.621%
masuk aplikasi udah hari sampek sekarang blm bisa masuk,neutral,94.317%
aplikasi sangat bagusss sekali bintang  uji sabar,positive,99.545%
tolong segera baik kenapa sulit buat login doang,negative,98.251%
semangat terus baik aplikasi moga hari h bisa guna optimal,positive,94.736%
tolong sirekap ga bisa login invalid email pasword token kadaluarsa,neutral,75.420%
niat bagus digital tpi pondasi yg blm kokoh pasti runtuh,negative,99.038%
mudah an saat selenggara milu tidak ada kendala,positive,94.792%
bukan mudah malah sulit belum hari hnya udah banyak gimana nanti tgl haduuu,negative,98.686%
aplikasi macam bukan mudah malam nambah sulit,negative,98.973%
aplikasi masa uji coba moga bisa guna saat coblos nanti,neutral,97.415%
bagaimana tidak bisa masuk time out terus bagaimana sampai hari milu tidak bisa login tolong servernya benah,negative,91.805%
aplikasi macam belum udah banyak eror nya kalau belum layak pakek jangan paksa malah nama coreng jadi seperti orang gaptek mata kpps,negative,99.651%
harus jangan coba klo apknya blom setabil baru juga uji coba beban provinsi server eror gmna klo nasional,negative,99.579%
aplikasi belum siap pakai justru buat sulit kerja,negative,99.283%
hasil foto tidak jelas tidak bisa baca data yg telah foto,negative,94.041%
tidak bisa guna bagaimana mesti buat simulasi foto c hasil gagal terus,negative,98.412%
udah didownload tulis aplikasi sudah tidak bisa guna,neutral,63.027%
mudah ambil gambar supaya bisa d galery yg simpan,neutral,84.981%
aplikasi error tidak bisa masuk login,negative,88.647%
kak sudah update tapi kenapa tidak bisa login,neutral,96.280%
apk tolol buat gin aja gak becus gilir korup baru pintar,negative,99.792%
kpu kalo gak mampu bikin aplikasi gak usah bikin aplikasi kalo akhir nyusahin cuma masuk aja susah apalagi besok pas rekap se indonesia,negative,98.128%
kemarin sudah bisa login kenapa sekarang gak bisa login lagi pw salah terus mohon jawab nya terimkasih,neutral,80.109%
bukan mempernudah malah sulit org sekali ngga usah pake aplikasi aplikasi bisa ngga,negative,92.886%
habis update malah jadi gak bisa login,negative,96.263%
ketika masuk atur saksi misal daftar saksi pilih presiden wakil presiden kemudian muncul opsi dg nama yg tidak ada hubung capres cawapres kita gimana rubah tuh gess belum lagi dg nama calon partai lain etdah,negative,89.813%
bingung aplikasi yg harus pakai spek hape gahar sedang tidak semua orang mampu punya hape gahar,negative,78.363%
kacau nyusahin kpps aplikasi ga bisa proses susah masuk ga bisa ngapain,negative,99.759%
diinstal gka bisa trs aneh bgt aplikasi bikin pusingggggggg,negative,99.733%
ada masalah username password tdk bisah login,neutral,63.031%
moga pas hari h gak ngedown ya aplikasi mau masuk aja susah kemarin soal,negative,98.166%
tolong bantu share mudah proses aktivasi atau registrasi nya,neutral,99.300%
aplikasi versi tidak lagi bisa guna kenapa bisa seperti,negative,72.282%
bagai anggota kpps nilai bahwa kpu tidak kerja sungguh hal aplikasi sirekap masih banyak kendala pakai sirekap kes tidak siap lepas kendala masak kaliber kpu anggar limpah susah atas aplikasi sirekap tidak puas kerja kpu kena sirekap jauh kata baik,negative,81.894%
bisa masuk gak bisa keluar nama tolong min kasih button log out,neutral,99.131%
susah masuk loading trus hanya habisin data,negative,99.631%
error mulu login gagal terus kecewa,negative,99.790%
susah login nya pagi sampe malam belum bisa login juga,negative,98.797%
susah buat login sudah hari hari tidak bisa login,negative,99.390%
buang buang waktu uang rapat sirekap tapi aplikasi seperti main main milu siap kpu knp seperti in,negative,99.605%
aplikasi error tdk bisa login utk profile nasional,negative,80.898%
aplikasi tidak siap rilis banyak error nya,negative,99.704%
tidak bisa kah pakai dgn android ram selalu error,negative,99.206%
udah berulangkali coba sampe begadang ttp aj nga bisa,negative,81.804%
telah update malah gk bisa login gimana nih,negative,95.340%
pakai sangat sulit akses,negative,99.730%
terlalu paksa digitalisasi apk tidak bisa login,negative,99.364%
kenapa hp ku tidak bisa buka selalu muncul terang pasti hubung jaring internet,negative,65.976%
baik bug simulasi ga da baik,negative,99.625%
mhn maaf belum kenapa waktu mau login susah banget tolong mudah krn milu sebentar lg terima lasih,neutral,96.312%
ko udah coba login tetep ajah tidak bisa,negative,73.160%
aplikasi dada full masalah banyak kurang nya,negative,99.299%
barusan download suruh langsung login akun tanpa proses buat akun dlu,neutral,99.305%
aplikasi yg sangat bagus sampai tidak bisa buat login awoakwoakow,positive,99.443%
zaman seperti kok masih ada aplikasi lelet ruet bgni,negative,99.772%
aplikasi rusak gada bener,negative,99.705%
gabisa masuk versi apk sudah tidak bisa guna why,negative,97.951%
aplikasi jelek belum bisa akses,negative,99.428%
udah masukin pola tapi ga bisa masuk tolak terus,negative,90.624%
kenapa invalid ussername or password terus padaha udah benar semua,neutral,95.683%
sulit utk otentifikasi digital kira sangat mepersulit,negative,98.861%
susah bgt buat login kalau blm ready jgn guna paksa launching,negative,99.049%
tolong tingkat lagi aplikasi lola buat ngirim,neutral,99.181%
aplikasi malah gak bisa login telah baru,negative,97.015%
aplilasi ampassssss gabisa login pdahal user sama paswordnya kpu sendiri,negative,93.462%
foto ulang terus ga selesai selesai pusing ah,negative,99.761%
ngak bisa login udah kali kali tetap gak bisa,negative,95.353%
aplikasi keong baru download masa tak bisa guna bintang aja tambah sekali report,negative,94.887%
sering force close logout,negative,84.576%
aplikasi apa seperti sulit sekali masuk nya masak toh aplikasi guna penting negara seperti,negative,99.127%
tolong baik ga bisa login,negative,58.349%
hp tidak dukung kunci layar trus gimn tidak bisa buka apk,negative,90.981%
aplikasi masih loding harap tingkat lagi,neutral,81.716%
mau masuk gagal terus bukan mudah malah sulit,negative,99.652%
android ga support min minta tlg turun agar bisa akses utk adr,neutral,98.752%
sudah dekat h- apk masih belum bisa jalan baik piye iki semu prosedur sudah ikut tetep masih eror,negative,99.620%
gagal terus login kemarin malah bikin pusing,negative,99.588%
tidak bisa login tolong admin baik,neutral,96.134%
login gagal mulu kalu belum siap jangan bikin apk kalu masih banyak error nya gin malah bikin kerja kali kpps,negative,99.677%
bisnis kpu yg luar biasa bikin cuan download harus sampe kali bisa hitung jumlah kpps seluruh indonesia harus download minimal x utk satu orang sirekap,positive,95.810%
apk yg sangat parah bukan bantu malah parah kerja semua sudah selesai upload tinggal kunci pdf tapi h sampai skrng tidak selesai akibat kena marah sama ketua pps akibat si rekap kerja asa tdk becus mata orang ken kata kasar,negative,99.800%
kenapa tadi bisa login sekarang gk bisa login lagi,negative,95.032%
masih belum bagus apk login gagal trus,negative,99.369%
buruk sekali sama sekali gk bisa masuk boro simulasi,negative,99.809%
masih sekarang servernya sudah overload apalagi nanti pas hari h gak bayang gimana jadi,negative,99.602%
gimana sih kalo sekira ngak mampu pake aplikasi ya udah ngak usah bikin susah aja gimana sih didownload aja ngak bisa,negative,99.264%
bukan mudah malah bikin sulit ada eror time out,negative,99.743%
upload foto selalu gagal verifikasi,negative,98.947%
selalu gagal dapat data pribadi harap cepat baik,negative,80.541%
milu lohh moment penting malah mau coba coba pakai apk hitung suara akan pakai serentak bakal efektif atau tidak nanti pas hari h,neutral,85.837%
bapa ibu yg hormat kalo blm siap guna aplikasi saat milu jangan paksa dulu jika tuju buat aplikasi hitung cepat mending buat lembaga survei kpu jangan karena aplikasi yg belum optimal sehingga potensi diiretas maka yg tanggung jawab adalah tugas kpps sirekap mohon hormat batal guna aplikasi dlu undur guna pilkada aja sekaligus uji coba jangan ujicoba pilpres,negative,78.679%
masalah gak bisa login tolong pulih atau normal aplikasi biar dot guna sblm oemilu,neutral,97.891%
tiap login udah mulai foto eh keluar sendiri aplikasi,neutral,96.674%
tolong min lebih tingkat lagi sudah x download nggak bisa login,neutral,62.744%
aplikasi h - minggu masih banyak bug bagaimana,negative,83.331%
daftar nya sudah kali saat submit tidak hasil terus,negative,92.585%
mengapa aplikasi sirekap kalau suda fto halaman kembali beranda atau lnsng kluar dr aplikasi n mngpa wktu mau ngunci dokumen juga lgsg keluar dr aplikasi beri penjelasanny,neutral,97.480%
susah sering log out masa hanya beberapa hp yg bisa,negative,81.595%
hbis update versi kok malah gabisa login payah,negative,99.552%
nuwun sewu apk bukan bikin mudah tp bikin sakit jiwa h- milu mash trouble ajaa si rekap kocar kacir login aja gbs masuk trus ayo klo bikin apk coba brp minggu sblmnya,negative,96.971%
aplikasi nya jelek lama ga sesuai dll sangat jelek,negative,99.834%
gak bisa guna malah keluar sendiri aplikasi,negative,98.634%
kaya ya punya kembang aplikasi miris memang tinggal negara konoha,negative,99.545%
terlalu paksa apk nya ga ada solusi kendala,negative,99.705%
eya nih susah banget siang malam coba masa masih juga ga bisa bikin ribet,negative,99.399%
lodingnya aduhh tamba lagi kalau ram kecil mohon setel ulang min,negative,98.677%
kurang fitur ai kurang cerdas app nya,negative,99.679%
banyak sekali bug nya susah anggota kpps niat mudah malah sulit,negative,99.726%
harus sedia lupa sandi biar gak ribet masuk udah pake sandi sesuai masih susah masuk,neutral,95.389%
lelet aplikasi tidak bisa guna,negative,99.612%
aplikasi belum siap guna harus jgn dulu luncur,neutral,73.963%
wew baru kali ada aplikasi yg ribet n masuk minta ampun gimana kalo google youtube fb dkk hengkang indonesia bikin aplikasi gin aja keteter mungkin sengaja x yah tapi moga aja gak juta duduk indonesia mungkin perintah belum temu mas elon mas elon versi indonesia mungkin lagi sibuk ngantri solar buat ngairin sawah yg kering moga kpu lekas sembuh sakit yg seperti anggar naik tapi yah gitulah,negative,97.761%
kok ngga bisa guna ada pemberitahuan versi tidak bisa guna,negative,57.024%
kemera aplikasi nya buram tolong tajam ya hp sya ram,negative,91.683%
apk versi sudah tdk dpat guna bner apk tanya,negative,80.273%
mah nama nya jual aplikasi demi dapat uang aja tpi nga bisa guna,negative,97.726%
hampir sama waktu lalu ngga bisa guna,negative,92.774%
tidak bisa login eror mulu ngirim server lot gmn mending manual lagi,negative,99.514%
moga aplikasi dapat mudah semua giat hal rekap semua,positive,91.968%
update versi malah jadi gak bisa login,negative,94.855%
cara ngehapus data panwas pps saksi yg pakai saat simulasi bgmn ya pleasee helppp,neutral,98.366%
aplikasi gagal produk gagal jngan guna buat hal yg sangat penting,negative,82.997%
telah update jadi susah masuk kenapa ya tolong bantu,negative,84.688%
gak bs proses login tolong baik,negative,50.509%
tolong baik lagi pengguan belum seluruh ribaja sudah susah apalagi besok pas hari h,negative,99.279%
tolong pak masih banyak blum bisa login bagaimana nanti pas hari h jika awal masih kendala,neutral,96.451%
tidak bisa masuk selalu gagal error jangan sulit jika buat suatu bijak,negative,96.641%
tidak bisa login hp vivo n oppo,neutral,98.753%
udah login malah log out pakai pw kpu ga bisa pakai pw yg sndiri ga bisa aplikasi gaje baik lagi aplikasi nya,negative,96.733%
invalid melulu padahal sudah sinkronisasi,negative,96.860%
aplikasi sering eror bukan mudah malah bikin ribet,negative,99.655%
saran mohon maaf hormat ketua kpu ri pak besok besok siap lebih pasti bila mana siap belum oke jangan pakek apk ya pak bukan nya bantu tapi malah bikin buntu terima kasih salam sehat,negative,70.923%
ok moga lancar saran moga pilkada tidak error lagi ,positive,88.666%
tidak bisa dapat sertifikat selalu gagal tolong bantu jawab ya kenapa bisa gitu,negative,98.498%
engga bisa login masalah saat otentifikasi sidik jari,neutral,57.760%
error nih mau input data gk bisa,negative,99.262%
baru buat udah paksa operasi mana ios gabisa android lelet banyak masalah hade apk kon,negative,99.607%
aplikasi nyusahin bukan membranding modern digital malah kes aplikasi kuno,negative,99.785%
nama harus bukan apk sirekap tapi apk sabar masalah banyak banget,positive,74.943%
coba tolong depan jangan rekrut programer magang tarohannya negara lho bukan mudah malah tambah masalah susah inisial gk mau loading sad,negative,99.704%
kamera harus lalu aplikasi entah kenapa otomatis kameranyaa,neutral,89.452%
mana paling lambat tanggal tapi autentifikasi sidik jari gagal terus,negative,95.229%
sangat tidak muas saran ganti programer nya,negative,99.709%
kalau belum siap pake aplikasi jangan paksa jangan nanti ketika hari pilih aplikasi error,negative,96.701%
aplikasi bukan mudah tapi sulit garai mumet,negative,99.361%
sirekap tidak maksimal masih banyak kurang lambat kerja,negative,99.623%
udah update kok malah jadi gk jelas versi baru masuk aja susah,negative,99.609%
sirekap mantap lot,positive,99.599%
aplikasi payah mau login aja susah minta ampun mohon perhati karena milu tinggal hari lagi,negative,99.559%
aplikasi sangat batu tetapi login nya sangat susah sekali,negative,99.634%
sampah aplikasi gimana mau maju aplikasi aja begini terus tahun kapan,negative,99.627%
beri satu bintang karna appsnya kurang bagus mohon baik aplikasi,negative,84.526%
kata nya mudah nyata malah hambat,negative,99.834%
servernya down mohon baik kembali biar nanti hari h bisa lancar,neutral,73.720%
susah login harus lebih tingkat lagi aplikasi,negative,97.670%
apliaksi dk jlas baru gnti pasword tiba pasword salah parah,negative,99.594%
penggunaa sirekap milu sangat bagus,positive,99.567%
nih aplikasi apa bikin susah banyak orang bagaimana nanti tgl februari jamin bikin pusing se nusantara,negative,99.712%
aplikasi belum siap pake tapi terlalu paksa dipake,negative,99.678%
sangat manfaat mudah serta cepat tahu hasil,positive,99.300%
poko ada aplikasi bisa lebih mudah cepat laksana milu tahun,positive,78.043%
bad gak guna apk cuman bikin riweuh baca data lama walaupun tulis bagus juga,negative,99.661%
saran alih website karena kalau pakai aplikasi server sering down error code,neutral,60.003%
susah guna gagal login terus,negative,99.631%
baik aplikasi masak gagal login terus,negative,97.331%
sulit hidup aplikasi tidak layak guna,negative,99.720%
bukan mudah makin memmper sulit om,negative,99.577%
susah login mohon baik sistem,negative,84.412%
apps skala nasional tapi server skala kabupaten haduhh,negative,96.505%
banyak bug kurang siap,negative,99.775%
gk bisa login mau upload mental trs keluar sendirigk bisa trss proyek negara kenapa seperti iniiii,negative,99.658%
udah diupdate malah gak bisa login,negative,96.218%
minimal beli sarver yg mahal aplikasi kayak anak smk aja sampah masih cacad banyak bug,negative,99.778%
gagal dapat sertifikat digital terus gimana cara clear data,negative,90.590%
tolong baik buat login aja susah nya minta ampun gmna,negative,99.351%
cara masuk guna kata sandi kenapa yg muncul kolom angka kolom hirup kenapa tidak muncull mohon perhati,neutral,99.440%
tidak bisa buat login yg versi sampai versi,neutral,84.467%
mohon baik apk tiap login ga bisa,neutral,97.440%
harus ipone bisa pakek tungkatkan kualitas,positive,41.284%
sudah hari gak bisa juga masuk login tolong min bantu gak bisa masuk username password,neutral,81.786%
jauh kata bantu malah bikin ribetbila masih dlam baik sekira jangan paksa jangan malah jadi maslh d saat hari h lapang,negative,99.302%
sangat guna tapi saat daftar tampil sandi salah,neutral,67.224%
kak klo batal foto sudah tersubmit gimana ya bom kunci hanya tersubmit,negative,81.804%
versi lancar bisa coba versi baru,neutral,99.089%
sign in apk sirekap malah minta kode otentikasi dr mana mau ambil kode otentikasi nya krn mmg ga kasi tunjuk utk isi otentikasi macam mana mau kerja maksimal nih admin sirekapnya hari gin blm bs log in aplikasi milu koq bikin seribet sh kpu,negative,88.660%
plis gak boleh ngadat smp hari h,negative,99.433%
teman teman kpps sekali kalau ada kendala kena aplikasi bisa minta tolong pps atau ppk daerah masing masing agar kendala bisa atas,neutral,99.496%
si rekap bikin puyeng terus harus terus update,negative,99.686%
aplikasi fasilitas perintah tapi banyak minus,negative,98.298%
masa iya gagal dapat kunci digital terus,negative,98.908%
otentikasi masuk dg sidik jari sulit bos mohon cari solusi atau mudah,neutral,75.096%
kak bagemna kalau dg lupa paswornya kak,neutral,98.930%
telah baru mahal kaga bisa login,negative,99.593%
tolong servernya benar belum tgl server sudah susah buat login gimana pas hai h,negative,72.371%
telah update malah susah login,negative,98.795%
bisa minta link baru aktivasi soal link yg kemarin nggk bisa mohon bantu,neutral,99.242%
sm sekali tidak bs akses aplikasi sirekap tekan masuk aplikasi sirekapnya langsung hilang trus mohon saran masuk,neutral,97.665%
aplikasi cacat belum bisa digunankan,negative,83.010%
mohon baik lebih mudah saat login,neutral,94.856%
saat lupa pasword tidak ada tombol lupa pasword sehingga sulit masuk,neutral,66.608%
beelas ra iso login kudune yo antisipasi jenenge seluruh indonesia serentak kok mung abal abal luweh kondisi to aplikasine kalo memang harus pake aplikasi nanti yakin nanti hari h server down pasti,negative,99.049%
banyak rekan sirekap tidak percaya aplikasi siap bagai mana mesti masuk banyak sekali alas curah kata bahwa sinyal hp kita sendiri tidak dukung mau kita percaya kok rasa janggal alas,negative,98.755%
kali login g bs apk yg sangat sebal buang kali aje,negative,99.730%
punya tidak bisa login ket username or pasword invalid mohon solusi,neutral,95.354%
telah d update tidak bisa masuk bagaimana solusi,negative,52.388%
maaf bintang satu karna udah gaji kpps sama tapi kerja sulit gara gara aplikasi,negative,98.222%
apk nya belum layak luncur masih error,negative,99.376%
apk gak jelas banyak banget kendala tanda tanda mau laku curang,negative,99.697%
aplikasi tidak layak pakai heran masih ada kasih bintang atau parah banget,negative,99.816%
mohon pihak kpu baik problem masalah login karena dapat bug yg stuck proses inisial karena waktu pilih umum sudah dekat harap cepat baik terimakasih moga baca tindak lanjut,neutral,60.091%
sudah bisa ganti password mau masuk lagi sulit sekali,negative,99.365%
aplikasi sangat bagus akan tetapi masih ada kurang,negative,70.563%
sudah has ganti paaword sudah hasil login tapi ketika login kembali awal,neutral,86.048%
baik kualitas camera scanner nya,positive,97.282%
aplikasi susah rakyat kalau bisa bintang - bakal ku kasih minus,negative,99.369%
apk nasional tapi kok seperti kenapa selalu itu hasil angka yg sll tambah  ,negative,96.910%
inisial aplikasi error gak bisa login,negative,85.692%
blm dapat notifikasi baru kpu ganti device moga bisa cepat ingat milu sudah dekat,neutral,97.636%
aplikasi apa sih gak jelas banget mah belum layak buat operasiin,negative,99.562%
aplikasi sangat uji sabar sangat tidak recommended guna,negative,99.621%
ga bisa buka jadi salah kata entah kuota wifi full,negative,98.109%
tidak bisa login meski sudah coba kali kali,neutral,65.012%
loading lama udah kali login tidak bisa masuk,negative,99.322%
aplikasi belum layak pakai server down terus,negative,99.543%
maaf udah update yg baru malah tidak bisa masuk,neutral,51.180%
server error terus ga bisa pakai,negative,99.270%
force close terus tiap input waktu mungut kalo ada bintang ku kasih rate,neutral,96.807%
klo ga bisa d pake knapa d sedia aplikasi bner ga guna pihak googleplay mlah pura dungu mlah d biarin beku kaya gin,negative,99.106%
tidak bisa guna link kpu tapi no respon ampe skrang,negative,56.760%
bikin pusing utak atik terus,negative,99.786%
telah update semua jadi lancar tdk ada kendala terima kasih kpu,positive,54.316%
terlalu paksa server tidak stabil,negative,99.794%
aplikasi gagal bukan mudah malah susah,negative,99.711%
mungkin aplikasi akan buka telah ada bimtek sumpah kembali anggota kpps nya,neutral,99.728%
banyak error nya mohon segera baik,negative,63.656%
gak bs buka sireekapb tolong app nya bisa buka supaya mudah buka sirekapny,neutral,98.932%
kurang cepat responya pdhal kerja buru waktu,negative,99.679%
aplikasi nya gk bisa lebih loggin apala lg foto,negative,97.859%
nanti balik lagi klo udh bisa login kpps nya tak tambahin bintang,neutral,98.963%
kenpa tidak bisa update,negative,95.771%
aplikasi buruk bukan mudah tpi sulit kerja kpps,negative,99.680%
update terus tapi masih sama aja baca dibenerin emang,negative,99.459%
sering update padahal apk blm pernah pakai ,neutral,93.986%
invalid terus passwordnya sudah dapat wa kpu passwordnya masih salah,neutral,93.061%
aplikasi paling jelek masakk gak bisa masuk,negative,99.756%
susah log in padahal pw user name benar bikin ribet aja ni aplikasi kurang siap ni kayak mana bentar lagi hari h nya jangan pksakan kalo belum siap era digital bikin ribet aja jadi operator sirekap,negative,99.695%
ulang hapus download lagi aplikasi loading sekali,negative,99.557%
tolong devnya suruh utamain pake kamera utama buat scan biar gak burique,neutral,93.521%
tolong baik lagi apk nya kasi ceweku uda darah tinggi ngadepin ni apk coba lebih mudah lagi ayo,negative,94.766%
sulit orang udah upload foto udh kirim malah foto ulang lagi bikin pusing aplkasinya,negative,99.737%
aplikasi apa tiap masuk eror terus maksa suruh pkai aplikasi tpi server eror gk guna,negative,98.979%
aplikasi habis update tdk bisa login server sering down,negative,98.753%
tidak jelas mau login akun pw nya salah terus padahal bener pw nya tapi aplikasi salah,negative,97.123%
aplikasi tanya yg tidak bisa ngasih solusi,negative,78.296%
sangat sayang hasil negeri anak bangsa akan sulit tidak seperti punya swasta bles-bles buat aplikasi,negative,99.052%
loading lama error terus,negative,99.744%
aplikasi tidak jalan baik susah login,negative,99.561%
tidak bisa masuk tolong besar anggar,neutral,85.489%
aplikasi belum siap banyak yg gagal log in ribet,negative,99.678%
mohon maaf aspek digital kenapa selalu ada masalah kalau belum mampu jalan jangan paksa kasi susah orang,negative,93.659%
masih maintenance kah kok versi tidak bisa guna,negative,93.402%
kendala gagal otentikasi otentikasi gagal jenis otentikasi tidak nali,negative,63.594%
belum sampai buka aplikasi udah logout sendiri,neutral,52.483%
masih belum stabil gak semua device bisa masuk,neutral,89.372%
sudah update tapi nama capresnya belum ubah bagong,negative,75.855%
lebih cocok beri nama aplikasi latih sabar,neutral,92.464%
terlalu ribet aplikasi susah bwt login kualitas gambar buruk,negative,99.795%
belum layak lama kerja,negative,99.634%
mending gk usah pake aplikasi bikin pusing panitia kalo mau ada aplikasi bantu tolong benar bukan mudah tapi sulit,negative,98.734%
aplikasi gak bisa buka keluar terus,negative,93.768%
bisa jadi alat bantu bisa langsung maupun memper cepat inpormasi negara,neutral,95.153%
jelek banget bikin orang emosi nge lag eror klo belum siap bikin aplikasi mending jangan sekali,negative,99.840%
aplikasi perintah selalu masalah begini kecewa mana tim ahli lain kembang aplikasi,negative,99.612%
aplikasi jelek server nya ga kuat buat proses,negative,99.810%
aplikasi belum siap pakai butuh tingkat,neutral,97.980%
aplikasi ga jelas bukan mudah malah sulit tugas kpps dasar,negative,99.486%
segera d update lagi hasil gambar burem,neutral,82.851%
deskripsi alat bantu rekapitilasi nyata malah alat bantu sulit rekapitulasi kelas negara kok ngonoooo,negative,99.494%
apa nih mau login error mulu gmn dah,negative,99.264%
mohon optimal kembali uji coba,neutral,98.337%
aplikasi kelas perintah tingkat tp kaya buat aplikasi receh susah banget buat inisial nya,negative,99.349%
telah update malah gabisa login,negative,90.268%
aplikasi lembaga negara kenapa seperti tidak ada profesionalitas seperti tidak ada netralitas nya,negative,98.472%
moga hari h lancar ya pak developer aplikasi amin supaya sukses pemelihan tahun,positive,93.655%
tidak jalan android padahal sudah android,negative,97.246%
tidak ada balas apa email sudah tanya solusi atas lupa password akun sirekap bagaimana,neutral,60.016%
tidak bisa upgrade,negative,82.655%
aplikasi tidak bisa buka,neutral,96.574%
aplikasi belum siap pakai tapi paksa luncur rugi banyak orang utama anggota kpps yg jadi kambing hitam padahal emg apknya yg belum siap pakai sepenuh,negative,99.632%
tidak bisa buka padahal hp los ga kunci kurang mutu,negative,99.708%
kok aplikasi gak bisa terus harus bimtek sampai bisa,neutral,59.802%
sangat sulit harus nya jangan dekat hari h baru suruh pakai aplikasi harus nya jauh jauh hari,negative,99.452%
tanggal tidak bisa hapus telah simulasi susah bangeeett dech,negative,98.219%
loading nya lama masa pagi stack loading terus,negative,99.744%
telah upgrade malah tdk bisa login,negative,65.814%
mohon baik apliksinya sangat susah masuk,negative,94.266%
minimal buat apl yg kualitas dulu cuk,neutral,92.124%
aplikasi lucu sekali aneh,negative,95.824%
pusing cuma mikir si rekap yg g bisa login wkwkwkwk,negative,99.422%
setelh update gagal login terus,negative,98.217%
sok mau digitalisasi tapi buruk banget mau masuk aja susah,negative,99.825%
bantu kita saat milu,neutral,63.602%
batu tapi rumit aplikasi tidak sesuai yg harap guna ngaplid poto aja susah terima,negative,99.643%
kenapa tidak bisa masuk apk terus ulang ulang namun tidak bisa sama sekali,negative,51.328%
aplikasi tidak siap,negative,99.656%
anggar habis berapa apk tapi sayang nya tidak sesuai ekspektasi hal,negative,99.226%
mantap cuman sudah dapat sertifikat digital mohon bantu min,neutral,95.405%
pilih sudah tidak lama lagi tapi apk tidak bantu,negative,98.020%
tolong jaring desa pelban lejuh tingkat lot betul kirim pagi besok baru sampai sementara minta segera,neutral,96.167%
yakin nih milu open source rem aja kelas pilih presiden jelas kepala negara guna aplikasi sangat tidak kompatibel awal luncur hingga jelang hari h masih banyak masalah tidak selesai hingga masalah masalah baru terlalu bahaya,negative,99.643%
tolong yg mnjadi perhati aplikasi kenapa selalu update yah,neutral,93.388%
aplikasi muter muter kemaren sampai sekarang masih muter muter,negative,76.251%
hanya bisa guna hp dgn spesifikasi tentu jadi mosok dadak beli hape baru,negative,74.661%
nyusahin banget ni aplikasi login doang susah ken suruh cepet login malah susah loginnya hadeh,negative,99.759%
selalu gagal dapat sertifikat digital gmn solusi milu sebentar lagi gmn,negative,98.840%
mohon tuk aplikasi udah di-update jika ada baru,neutral,99.654%
aplikasi sangat susah sulut emosi,negative,99.024%
tolong baik lagi apk nya bkan nya mudah anggota pps mlah sulit apk notwork,negative,97.581%
bom udah rusak nih aplikasi suruh log in punya akun aja bom konyl nya gaada opsi bikin akun gin nih kalo orang yg gk ahli bidang malah kasih jabat,negative,98.153%
tidak bisa masuk aplikasi telah update,neutral,96.969%
biasa kalo server plat merah sudah pasti kaya siput keong maklum batas anggar atau malah it kaleng kaleng dulu sirekap juga gitu payah,negative,99.712%
update gak bisa login lagi aneh,negative,99.737%
aplikasi lot bobrok sering log out,negative,98.697%
masih sedikit kurang respon gambar,negative,99.371%
susah masuk kata ganti paswor udah ganti masih aja susah masuk mau nya slah mulu,negative,99.553%
terlalu dadak guna aplikasi sedang waktu tinggal sedikit,negative,99.709%
apk ga jelas ngunggah aja lama lemah,negative,99.785%
nama juga aplikasi negara teman teman,neutral,99.565%
tidak dapat masuk aplikasi sirekap tda dapat login,neutral,99.701%
malah gak bisa masuk halaman menu disirekap nya,negative,81.073%
aplikasi kelas nasional tpi sangat tidak guna,negative,99.554%
error mulu jadi nya hambat semua,negative,99.812%
