content,score,label
aplikasi selalu eror,99.714%,negative
susah banget login udah coba kali kali bahkan malam gk tidur biar bisa login tapi tetap gak bisa,99.316%,negative
sulit,99.671%,negative
tidak kompetibel,99.774%,negative
kelas aplikasi perintah tapi kualitas sama seperti rakyat,95.432%,negative
kasih link kpu pas alih playstore malah aplikasi versi tdk bisa guna indonesia kaya gk ada lagi orang pintar it developer yg skrg sangat buruk,99.767%,negative
punya gk bisa update apk versi nya ya mohon solusi,70.846%,negative
aplikasi masih banyak cacat,99.716%,negative
knapa tidak bisa selesai selalu gagal aplikasi digital null terus,98.317%,negative
gin ni kalau aplikasi dada nunggu sukses harus hari hari gilir gagal harus upload ulang tingkat camat desa orang kerja juga upload harus manual gabisa pakai data kemarin sudah foto sedih memang,99.736%,negative
aplikasi ribet mw login aja susah banget padahal mw bantuin perintah,99.297%,negative
banyak kendala,99.206%,negative
ra jelas babarblas iki,99.197%,negative
kurang optimal,99.667%,negative
tlg ya sirekap apknya lelet banget periksa gambar lama sekali tolong banget yaa,99.422%,negative
apk macam si susah buka catat versi sudah tidak bisa guna kembali,97.914%,negative
apk sering error,99.550%,negative
luaarrrt biasaaaaa,99.306%,negative
maaf kasih bintang dulu sudah guna error saat mau coba kunci buat dokumen,72.367%,negative
udah full kah servernya soal ngak bisa log in,86.037%,negative
kaya aplikasi belum benar siap pakai masalah gabisa login password salah foto burem takut pas hari h banyak eror,99.442%,negative
kalo belum bisa jangan paksa bukan mudah aplikasi sulit guna,99.300%,negative
habis update malah minta login ulang susah masuk karena banyak yg mau masik juga indonesia oh indonesia dana triliun tapi aplikasi cacad,99.373%,negative
rasa aplikasi adalah aplikasi sangat amat prematur belum siap lahir guna tetapi paksa tetap guna alhasil buat sabar tugas sirekap tiap kpps setip tisu mohon segera diupgrade atau baik agar tidak buat tugas sirekap nanti jadi kewalahan saat hari milu hanya akibat aplikasi yg guna satu indonesia tetapi login tidak bisa sama sekali bahkan coba atus kali tetap sama tidak dapat login,96.088%,negative
aplikasi gk bisa pake udah coba login sesuai intruksi tetap gk bisa,60.947%,negative
aplikasi prematur buat dada ya hasil gin tolong kpu pikir jauh hari kalo ada program kaya gin buka mudah malah sulit,99.047%,negative
bagaimana sih telah update malah jadi kacau lagi masa username ama pw salah terus pdhl ngisi sudah benar,99.696%,negative
susah ni apkikasi coba bikin yg bagus dikit min,96.361%,negative
kenapa apk tidak bisa buka selalu keluar baca apk sudah tidak bisa guna,87.917%,negative
mohon sabar aja masih tahap update nya belum selesai,55.506%,negative
apk ga jelas,99.694%,negative
blm bisa login walaupun sdh update ribet,98.964%,negative
ga selesai selesai tahap ikut nyangkut tahap ada terang gagal muat data gambar padahal pakai wifi paket data telkomsel loh,90.753%,negative
apk gk bisa login,97.658%,negative
apk gajelas,99.793%,negative
sudah instal tp belum dapat notif izin bagaimana supaya dapat notif sdh dapat nonif izin tapi belum dapat kirim wa kpu mohon solusi,61.634%,negative
ga bisa login apk nya eror terus pihak admin ada jelas kah,96.857%,negative
bukan baik telah update malah tidak bisa login milu sudah makin dekat coba depelopernya baik lagi,53.059%,negative
server busuk kpu ga niat nyusahin orang kerja,99.826%,negative
sampai h- nama paslon presiden masih dummy parah,99.285%,negative
aplikasi susah login,98.771%,negative
eeeee cemananya asik eror aja,99.763%,negative
apl tai,99.637%,negative
bukan y mudah kpps mlh bikin lbh sulit hrus y ngelihat salah tahun yg sebab jadi lbh baik damping pps tiap tps membingbing isi c hasil dsb bukan mlh tambah aplikasi yg blm jelas,93.637%,negative
apk negara kok lot banyak bug mana online lagi cari keutungan banget,99.727%,negative
resah belum siap guna,99.397%,negative
saat simulasi aja rasa bikin lieur pis aplikasi upload foto aja susah apalagi sampai pdf sangat menglieurkan,98.225%,negative
baik d persiapak baik baik aplikasi sebab kita kewalahan tiap saat d suruag uodate ujung gk bisa login,99.029%,negative
ribet aplikasi susah susah masuk suka down,99.570%,negative
apk sampah,99.733%,negative
tidak bisa terinstal,81.178%,negative
baru donlod aplikasi suruh pasang kunci layar udah gitu ga bisa jg trus suruh kunci pakai sidik jari yg ga pernah ngunci hp jd bingung sendiri,95.455%,negative
tolong kamera dibenerin biar ngga delay cape banget hp udah geser masa kamera belum,98.510%,negative
aplikasi busuk kalau belum bisa bikin aplikasi bagus tidak usah pakai aplikasi event besar milu pilkada aplikasi masih banyak bug kek gin kok mau rekap data milu pilkada,99.712%,negative
ra penak blas,99.127%,negative
aplikasi buruk yg pernah pakai smartphone,99.267%,negative
engga ada fitur tambah galeri pake kamera langsung jelek bgt hasil burem ga akurat malah harus kerja x buat ngecek data,99.765%,negative
selalu gagal dlam ambil gambar,99.663%,negative
badmood,99.625%,negative
kemarin bisa login upload juga bisa aman sekali sekarang ga bisa login hapus instal lagi udah update juga udah tetap tidak bisa hpnya apk nya masalah tolong solusi gimana mohon bantu,94.929%,negative
apk tengah bawah kelas kpu ko gin,57.545%,negative
lama kerja erorr terus gambar ga jelas buram sehingga data ga baca dgn jelas wess mboh pokok nyuen nyuweni,99.734%,negative
aplikasi kek taii,99.764%,negative
kenapa pasword kok invalid terus padahal kmren sudah bisa login,76.924%,negative
ga bisa login username password udah d masukin yg dr kpu malah ga bisa muncul terang invalid bikin pusing,98.717%,negative
nyala,89.698%,negative
terus error servernya tak ada niat baik servernya,99.769%,negative
jika belum siap jangan paksa hendak buang duit anggar,90.308%,negative
developer tidak baca komenan rakyat,99.633%,negative
aplikasi abal abal paksa digital tetapi buat aplikasi yg belum siap pakai,99.248%,negative
aplikasine ora jelas,98.871%,negative
payah kalo belum siap pake aplikasi se engganya jangan d wajib pake online bikin pusing ajj,99.743%,negative
tidak bisa masuk tidak ada solusi sama sekali masuk ada sirekap sirekap indikasi bahwa aplikasi bisa error kapan kemaren lancar lancar kok hari mau simulasi eror,98.576%,negative
anggar gedein lagi biar bisa korupsi,99.250%,negative
muter muter,96.956%,negative
tidak bantu malah nyusahin,99.820%,negative
aplikasi kocak kagak guna nyesel njir gua instal isi hoax mulu,99.681%,negative
apk nya susah masuk kika tdk bsa pake apk ngk ush paksain,99.327%,negative
kelas perintah kpu bikin aplikasi gagal guna tidak bisa,89.170%,negative
ngga rekom sih soal ada curang gk bisa ubah,99.445%,negative
harus siap aplikasi buat beberapa bulan belum milu kes paksa guna tiap gagal masuk arah minta coba ulang terus sampai bisa terlalu paksa,98.934%,negative
bukan sirekap tapi apk sisabar,86.715%,negative
sulit instal,99.742%,negative
server selalu down lama tunggu file mengupload,99.686%,negative
bisa muncul kotak kuning susah sekali bisa kirim tapi susah bisa terkomfirmasi,93.508%,negative
upgrade lagi,53.852%,negative
aplikasi buruk pernah temu,99.741%,negative
transparan tp tidak bisa masuk lagi lihat,91.680%,negative
uda x download gak bs buka,63.106%,negative
aplikasi belum siap guna saran jamgan banyak korupsi uang guna kembang aplikasi maksimal,98.564%,negative
sulit aplikasi masalah,99.247%,negative
mau maju atau mundur kok gin amat apk nya,99.171%,negative
baru uji coba az udh gin login masuk sudah bisa pas update auto log out mau masuk lagi susah nya minta ampun tolong baik sistem nya karena nnti pas hari h akan guna upload data gak bayang sibuk server,97.565%,negative
login sulit,99.681%,negative
aplikasi bukan mudah tapi malah sulit ,99.128%,negative
hadeuhhhhhhh big no,97.668%,negative
aplikasi selalu gagal dapat kunci digital kemaren sampai hari,98.917%,negative
perintah sangat tidak baik buat aplikasi penting rakyat lebih baik hapus,99.777%,negative
kamera apk blur parah loadingnya lama padahal ram gb sinyal penuh,99.738%,negative
kemaren tidak dapat inisial sekarang pasword yg kirim ulang salah terus masukin pasword lama salah juga astaga pusing kepala,99.681%,negative
hemmm susah masuk nya gimana nanti pas hari h nya mo guna,96.543%,negative
kira kira masih uji coba blum layak pakai mah tong up app na matak ngarujadken mnaa hulu,88.531%,negative
udah bisa login tapi pas masuk aplikasi ada terang keluar aplikasi udah klik masuk aplikasi lagi ga bisa gmna yaaaaa pusing bgt banyak errornya,99.621%,negative
aplikasi baru tdk terupdate otomatis,98.889%,negative
msh susah,98.633%,negative
sulit buat log in pdhal sudah dekat hari h,99.349%,negative
aplikasi bom siap mbok yaaa jangan pakai dulu payah,99.186%,negative
sekali log out susah log in,99.695%,negative
telah update kenapa gk bisa login pw sama username salah,63.675%,negative
ga bisa pakai,98.424%,negative
sungguh sangat bikin emosi apknya ya harus segala sesuatu matang lebih dahulu jngan sampai gara aplikasi tidak efektif malah nanti smua kpps khusus operator sirekap nya jadi stresss smuanya belum nnti februari guna smoga apknya sudah bisa guna dgn normal tetap semangat,84.727%,negative
sdh didownload tp jadi salah ktnya paksa harus diuninstal,82.445%,negative
tidak bisa login timeout bagaimana nanti waktu hari h hal seperti jadi tolong baik kembali jangan sampai gara aplikasi belum sempurna kerja kita jadi hambat sehingga jadi beranta sementara mohon maaf kasih dulu terimakasih,99.513%,negative
aplikasi tdk jlas log in susah skli skliny bisa eh tiba log out dngn sndriny lalu tdk bisa log in lgi tdk jlas,89.165%,negative
evaluasi aplikasi jelek gin,99.811%,negative
hanya bisa pasrah sabar ngehadapin apk,84.467%,negative
kpps kerja pagi sampe pagi saji data akurat jujur netral jadi kacau karena buah aplikasi mungkin hanya buah aplikasi namun efek timbul sangat besar hadap tumbuh demokrasi negara cinta,77.894%,negative
apk belum siap pakai sistem masih manual kadang forceclose tapi ya gimana lagi karena tuntut mau gak mau harus install pakai,96.871%,negative
hallo sekira server blm siap gausah pakai aplikasi daripada nanti tambah lambat kerja nanti pas milu jgn nambahin beban weeee blm pakai aja udh gin gimana nanti yg pakai serentak ya allah pusing gegara sirekap asyuuuu gegara ni aplikasi gue jd mikir mcem kek sengaja gitu bikin ribet biar hitung nnti gimanaaaa gitu gaji ga berapa ribet iya bolak balik buat bimtek ni sirekap asyu,97.643%,negative
kelas aplikasi perintah kaya aplikasi ecek ga bisa login,83.809%,negative
aplikasi masalah gak bisa baca angka baik padahal angka sudah tulis sangat rapi sekali,98.190%,negative
proyek nasional busuk proyek buat hanya susah tugas kpps,99.595%,negative
ini sistem negara kita dr dulu gak pernh ubah aplikasi error jaring masalah dll ingin rasa caci maki tp percuma pasti mereka tetap gak akan peduli,99.659%,negative
aplikasi penting tapi msih bobrok,99.606%,negative
aplikasi sensitif banget dikit masalah kamera buram kualitas perlu tingkat lagi guna,99.479%,negative
aplikasi mudah bukan sulit bilang aplikasi cacat awal buat gimana depan pasti bnyak problem aplikasi jauh dr kata layak guna milu,98.657%,negative
mohon maaf seblmnya kelas aplikasi kembang oleh negara harus bisa kerja lebih baik lagi apalagi guna juga penting negara catat aplikasi perlu benah - hasil foto kurang sesuai padahal kamera bawa sudah bagus - sulit meng-upload hasil foto belum verifikasi sering gagal padahal sudah pakai wifi kencang sementara hanya kendala rasa moga tim kembang kpu bisa benah masalah,83.695%,negative
sangat hancur server cepat padat sering force close kurang,99.767%,negative
harus pihak kpu ri sudah buat simulasi guna akun sirekap sudah jauh jauh hari laku jangan situ mau berak situ gali lubang jadi jadi korban sudah pasti kpps nya karna apk anjur sama pihak kpu tidak sempurna mohon la jangan bisa buat bijak tapi tak bisa guna harus cipta sesuatu mudah bukan sulit orang,98.520%,negative
sampe capek bgt sama aplikasi tim kembang pliss baik cepat kita semua tim sirekap khawatir banyak kendala saat tgl kalau skg sudah sering ada kendala spt,99.590%,negative
kurang cepat responya pdhal kerja buru waktu,99.679%,negative
gimana udah kirim link kpu tapi ketika istal buka aplikasi sudah tidak laku kata gimana,98.207%,negative
boros uang rakyat pakai buat aplikasi ga guna,99.753%,negative
bintang sih parah pokok udah bisa login pas logout gabisa dipake login lgi padahal email password udah bener tpi terang nya email atau password invalid gausa paksa kalo aplikasi masih kaya gin mah heheheheh,99.159%,negative
cukup sulit masuk sirekap,99.389%,negative
sudah download sesuai link dr kpu eh malah tidak bs dgunakan,53.563%,negative
aplikasi rusak buang buang dana,99.737%,negative
tetap tidak bisa login terang device belum laku inisial,69.317%,negative
erorr terus,99.744%,negative
terlalu banyak korupsi negara sampai buat bayar orang paham tekhnologi aja gak mampu aplikasi sampah jabat korup,99.793%,negative
aplikasi belum layak paksa guna,92.736%,negative
busuuk ga masuk,99.653%,negative
tolong kelas perintah buat aplikasi jangan abal abal server sering down anggar kalian cukup besar,95.009%,negative
aplikasi dada sulit gampang,99.548%,negative
ampas gk bisa log in,96.308%,negative
tidak efektif malah sulit,99.751%,negative
mosi tidak percaya kepada kpu harus ada coblos ulang semua tps yg masalah,98.228%,negative
aplikasi tdk jelas login tidak jdi masuk,83.693%,negative
aplikasi gk guna,99.676%,negative
apknya jelek bangett,99.826%,negative
bikin bingung,99.723%,negative
kpu aplikasi gak sip blassss ndang benakno sok mben wes gae kerjo seng gercep ngunu loo,99.340%,negative
kalau emang ngak siap pakai masih banyak salah ngak usah pakai aplikasi,93.263%,negative
cukup bagus tapi lumayan lelet guna nya,93.809%,negative
aplikasi bantu curang,99.628%,negative
rudet ajig kalo blm siap gausah pake apk waktu udah mgg lagi masih riweuh teubisa login,91.287%,negative
aplikasi gak bisa guna,99.076%,negative
susah buat log in,99.574%,negative
kerja aplikasi masih belum pada guna serentak ketika login inisial sangat kendala apalagi jika guna serentak ada mungkin sangat sulit akses mohon tingkat performa supaya dapat guna normal optimal,91.033%,negative
aplikasi belum layak guna hanya nyrimpeti tugas kalau belum siap gak usah guna,98.855%,negative
aplikasi terlalu banyak manual bukan mudah tpi lama jumlah masih manual tidak otomatis jika jadi tidak sesuai suara hanya beri tanda tidak bisa ubah angka benar ketika kirim foto mental ketika foto c hasil meski buram tapi tetap lolos verifikasi tidak bisa hapus foto edit jumlah suara belum kunci dokumen ketika login sulit ketika mau kirim pdf saksi awas mental lagi kalau belum siap jangan paksa,98.397%,negative
susah log in aplikasi sirekap tolong klw bisa cepat baik terima kasih,64.177%,negative
aplikasi sulit lama verifikasi data gambar malah jadi buram sangat tidak worth it,99.765%,negative
asa nih aplikasi gak pernah stabil tiap mau milu kalah oleh aplikasi swasta,99.756%,negative
hadeuuhh bergelud lagi aplikasi yg belum matang apalagi sekarang gak bisa gunain gin,99.431%,negative
buat hp yg suport ultrawide kenapa harus kamera ultrawide sih pas jalan apk nya padahal bisa kamera utama yg lumayan jernih mohin baik lagi bug bug seperti,96.098%,negative
buruk msak tiap kli melkukan inisial sellu ngk bsa malah gagal melulu dapat kode gita,99.762%,negative
susah banget dipake nya aplikasi masyallah,99.734%,negative
mohon mudah bantu sukses milu justru aplikasi sirekap sangat sulit,98.053%,negative
servernya jangan terlalu sibuk,95.660%,negative
anggar kurang besar gimana ya sampai buat aplikasi aja bgni kerja anda masalah,99.583%,negative
tidak bisa log in gmn mau gnti passwordnya login dh hri tidak bisa,50.794%,negative
apk kocak kalo beli server jangan beli server murah,99.538%,negative
kok bisa ya event penting kurang berapa hari masih gin aja,85.726%,negative
aplikasi harus jauh hari sudah siap bukan masa pakai masih baik akibat server selalu masalah bayang awal seperti bagaimana mana saat guna hari tetap,96.662%,negative
susah d buka,99.594%,negative
login nya susah kenapa yah ada salah saat login pertama atau gmn ya,93.464%,negative
mohon maaf kenapa ya mau login gagal terus padahal username password sudah benar mohon solusi,92.272%,negative
terlalu ribet aplikasi masih kurang sempurna guna d seluruh indonesia,99.619%,negative
sangat susah upload c plano utama rekap hasil presiden wapres tdk sesuai lebih parah tidak bisa edit,99.744%,negative
timeout terus,66.529%,negative
kelas perintah kok gin sih bikin aplikasi ribet nggak bisa login,99.185%,negative
buruk aplikasi gk siap suruh update mulu serius nggak developer nya buat ngembangin apk urus nya negara malah pakek main,99.745%,negative
exelent,97.020%,negative
masih sama susah login,98.238%,negative
lelet susah pakai,99.765%,negative
rusak maintance terus guna org yg pandai it tidak pakai nah jadi karena tidak pakai sdm yg bagus pake juga org tu kalau bisa kasih rating minus kasih minus ratingnya,99.271%,negative
curang,99.802%,negative
sumpah jelek bgt ngak bisa masuk dah brapa hari,99.813%,negative
aplikasi ora jelasss sulittt,99.733%,negative
maaf susah masuk kenapa ya kk,86.712%,negative
tidak bisa guna,99.595%,negative
busuk sekali kalo belum siap ga usah ngadi adi,99.828%,negative
update malah ga bisa login tolong harus bagaimana semua udh dilakuin tetep ga bisa login sampai sekarang besok pagi hari h milu belum bisa login,94.408%,negative
gak modallllll,57.298%,negative
ga usah paksa kalo belum benar uji gua baru aja download belum nyampe menit malah nyuruh update lagi tolol,99.752%,negative
tolong pihak kpu kalau mau sukses tanpa masalah tingkat kualitas penting negara lo masa buat aplikasi kog abal-abal,99.743%,negative
aplikasi sebal ngapain diadain sirekap kal kaya gin bikin pusing,99.764%,negative
aplikasi sering erorr trutama masalah susah login,99.375%,negative
ruwett,99.087%,negative
kenapa saat kita buka link yg ikan oleh kpu ri tidak hasil,60.517%,negative
ribet susah mau login aja,99.500%,negative
susah buat login,99.620%,negative
hanya eror liat,99.724%,negative
korup kalo ya sama kpu duit buat bikin aplikasi sirekap,99.569%,negative
apknya jelek banget banyak error trus gk masuk lalu inisial gagal trus kurang pro bikin apknya,99.747%,negative
tidak sesuai butuh kpps mending seperti dulu manual tp acara sukses data sudah aktif geogle chroom tapi telah masuk apk malah sandi salah padahal udah sama sandi seperti belum hummmm,98.653%,negative
minus berat login aja ga bisa,99.349%,negative
kita minta tugas sirekap apk per bagus lagi bagi kamera agar lebih cerah lagi ga blur kamera bawa jernih masuk apk jadi buram,98.270%,negative
mohon update karena aplikasi lambat banget gak bisa guna eror capek bolak balik ini aja yg kerjian,98.081%,negative
susah bet mau login pdhl belum pakai serentak indonesia raya,99.186%,negative
aplikasi susah rakyat kalau bisa bintang - bakal ku kasih minus,99.369%,negative
kpu terlalu paksa kalau rasa tidak mampu buat aplikasi rasa sangat mumpuni lebih baik tidak usah aplikasi sangat susah tugas sirekap baru mau log-in susah minta ampun apalagi nanti saat hari h coblos enggak bayang bagaimana chaosnya,99.446%,negative
gabisa dipake telah update sirekap adalah aplikasi belum siap sehingga banyak jadi masalah tanpa solusi cuma foto aja kok gabisa login anehh,99.772%,negative
buruk banget nih aplikasi rusak belum siap buat ribet beranta login aja susah minta ampun moga baik segala hal kpu indonesia,99.796%,negative
instal hapus instal hapus meakeun kuota jaba ngan lima puluh haha,92.741%,negative
jika sudah upload kemarin sudah kirim kemudian sistem deteksi angka lalu hari sistem gagal deteksi angka harus foto ulang plano sudah kumpul bagaimana solusi,83.998%,negative
sebentar lagi sudah mau milu kalau masih paksa harus pakai aplikasi kira akan sulit pengunanya karna aplikasi masih sering eror login tidak bisa sedikit dikit ada update habis update eror lagi lebih baik tidak usah pakai aplikasi karna harus mudah malah sulit,98.360%,negative
mohon kali kalo buat aplikasi jgn dada jad server down kaget yg masuk se indonesia eror terus,98.157%,negative
aplikasi tidak dapat guna efektif sementara milu hanya tinggal hitung hari mohon baik tidak mudah beri solusi,99.280%,negative
kualitas tingkat lagi sangat buruk land cukup lama tidak gambar aplikasi sangkut maju negara inti sangat kurang,99.721%,negative
apk gak jelas,99.729%,negative
kenapasih kok invalid username password kemaren kaya gitu terus uda coba pasang ulang ttp gabisa hapus cache tetep gabisa dana buat kembang korupsi gimana aplikasi tingkat kpu aja jelek bgt,99.778%,negative
jelek sekali,99.812%,negative
hampir sama waktu lalu ngga bisa guna,92.774%,negative
kelas aplikasi milik negara malah kalah sama aplikasi milik swasta kalah sama gojek atau grab buang buang anggar aja mending sistem manual aja kalo memang beoum siap kirim aja data lewat wa grup kpu,92.838%,negative
kualitas kamera sangat tidak baik masa kelas pilih presiden seperti aplikasi selaku guna aplikasi sangat kecewa,99.773%,negative
sebenernya aplikasi nya udah laku uat internal belum sih kyknya dulu sampai sekarang problem sama infrastruktur jaring tolong kalau buat aplikasi pakai sekala nasional pikir matang jangan rakyat indonesia suruh laku uji coba saat launch aplikasi,99.254%,negative
bukan mudah hitung suara sirekap malah hambat sulit kerja kpps aplikasi gagal sengsara laksana milu tingkat bawah,99.761%,negative
operator yg jadi tumbal aplikasi belum layak pakai tapi paksa parah c hasil uda kelar sore hari tapi karena sirekap eror sampai skrg maka hambat susah,99.784%,negative
capek banget hapus download ulang apk ini,99.794%,negative
aplikasi gampang down payah,99.721%,negative
aplikasi nya lambat perlu tingkat,99.659%,negative
yg lebih buruk dr sampah y benar aplikasi sirekap,99.609%,negative
hmmm ocr nya gelitik data gak pas edit manual khusus presiden kagak bisa udah upload salah data ga bisa cancel mana data salah juga invalid ga bisa upload jadi stuck aja cancel ga bisa terusin juga ga bisa review jujur kelas aplikasi formal agak kecewa niat hati mau mudah malah mempersyulit,99.551%,negative
kenapa sulit sekali kwtika log in,97.045%,negative
aplikasi yg tentu indonesia depan nya bagaimana kok bisa nya susah log in,98.114%,negative
aplikasi ngabisin uang rakyat errornya bukan maen,99.723%,negative
anggar terlalu besar aplikasi tidak maksimal xixixixi,99.708%,negative
buruk sekali server down,99.817%,negative
server error mulu payah kalo gak bisa bikin apk mending gak usah deh bukan mudah malah makin bikin ribet,99.773%,negative
update bolak balik gak ada ubah makin lot,96.549%,negative
eror gak bisa buka,99.445%,negative
login aja susah minta ampun gimana nanti pas laksana bukan mudah malah sulit guna mohon tingkat lagi kesiap jika memang mau guna aplikasi jangan tengah kembang aplikasi terimakasih,98.990%,negative
selalu gagal inisial n otentifikasi,93.529%,negative
aplikasi rungkad bukan mudah tp sulit,89.360%,negative
ga bisa kata kata lagi mohon maaf,91.733%,negative
kpu ayolaaahhh aplikasi masa hari kerja cuma download hapus login gak bisa hapus lagi download lagi kira gak ada kerja,93.181%,negative
payah,99.744%,negative
rumit,99.729%,negative
jika kalian wahai panitia pusat niat utk guna teknologi modern tolong trial error dulu sampai sdh bs guna sudah dr milu belum sirekap kgk benar udah tahun lebih semenjak milu sirekap ada masa masih seperti aja aplikasi mana aja anggar yg gede,78.300%,negative
sedih liat aplikasi perintah yg satu,99.723%,negative
banyak masalah kurang bayar atau emang ga mampi bikin tp maksa biar dapet proyek,99.671%,negative
aplikasi kelas nasional gin kok masih ada bug padahal dana milu gede banget gin nih kalo banyak korup uang konsum kpps aja korup,99.749%,negative
susah sekali login ny veryfikasi lama gmn mau simulasi kerja supaya optimal d hari h,98.488%,negative
aplikasi suda tidak guna,94.966%,negative
server down trossssss,99.713%,negative
aplikasi belum siap guna aplikasi tapi sudah paksa operasi akhir bukan mudah jalan milu malah repot,99.411%,negative
apk mentah ajak saing chuakkkkkk,55.103%,negative
apk tai,99.482%,negative
terlalu paksa kelas nasional tapi siap main khawatir ada sistem aplikasi belum siap tapi paksa malah sulit tugas,99.752%,negative
sudah muak aplikasi,99.774%,negative
apps apa buat login aja ndak bisa hadeeeh kalo belum siap digital mndingan manual ajah deh makin nyusahin ajaaah makin ngeribetin pula,99.642%,negative
benar benar uras emosi,98.765%,negative
kenapa aplikasi masalah sudah batal,94.393%,negative
aplikas perintah tapi kualitas jelek bet dah bayang tanggal kek mana loadingnya paling ntr data kirim tanggal sore atau dah simulasi aja kirim susah tengah mati,99.791%,negative
gagal dapat setifikat digital timeout,99.483%,negative
suruh login cuma gak ada informasi dr lurah menu buat akun baru juga gak ada gmn sih aplikasi,56.453%,negative
aplikasi banyak kendala stelah login- out sendiri kemudian ngak bisa masuk lagi leumah hadap bug nik apk,98.499%,negative
loginnya susah sekali hari malam baru bisa login,99.494%,negative
kalau operasi aplikasi masih seperti bentuk bukan tambah baik malah tambah kacau milu nanti,99.778%,negative
mudah bukan bukan minimal baik dulu sistem matengin lagi baru release dah hari h gin masih susah akses,95.338%,negative
banyak error nya mohon segera baik,63.656%,negative
gagal login terus padahal semua cara sudah laku hubung juga ngak ada respon ngak usah maksa bikin aplikasi klau memang ngak siap tolong pihak play store hapus aplikasi ngak guna,99.458%,negative
susa loging,99.571%,negative
ndak bisa akses,99.264%,negative
tiap mau masuk selalu error sampai saat belum hasil masuk gimana tolong we apk penting bet loh masa kek gin  bintang dulu ya,98.207%,negative
error tidak bisa guna,99.575%,negative
belum siap seperti tahun banyak kendala ketika tanya kendala pihak yg menghandle cuma bisa beri solusi aja seperti instal ulang hapus data sbg hadehh harap seperti tahun belum aja biar sirekap tiada karena bikin ribet juga nambah pikir pula,96.411%,negative
admin tolong solusi bagaimana tiap masuk masuk username password salah pdhl sudah sesuai kentuan bagaimana saat hari h jika seperti jadi tidak bisa masuk aplikasi rata teman grup alami kendala semua mohon baik min takut nanti semua jadi kacau,98.163%,negative
aplikasi bobrok gin masih jg dipake aja kerja kalian yg kpu hadeeuh,99.286%,negative
tolong bikin aplikasi yg bener pertama install gak bisa buka terus verifikasi gk masuk udh bisa masuktapi sampe sekarang gak bisa submit gimana sih,84.196%,negative
parah diupdate malah gak bisa login parah,99.789%,negative
apl busuk update terus tapi tidak ngaruh buka bikin kerja makin cepet malah makin lambat,99.512%,negative
badut kali njir nih aplikasi,99.684%,negative
tolong tambah agar fasilitas ambil foto galeri hla besok kalau rekap sulit ambil foto langsung karena crowded kapan selesai,62.306%,negative
kalas perintah punya budget gede mbok ya bikin apk yg jelas to masa gk bisa d guna padahal bimtek sudah mau d arah,94.360%,negative
ra masok,99.092%,negative
masa aplikasi gabisa masuk terus sih padahal sudah ulang beberapa kali percuma update teknologi kalau aplikasi masih kayak gin,99.593%,negative
kenapa belum ubah versi baru karna suda instal tapi telah buka versi lama tidak dapat guna,55.327%,negative
sangat susah mau masuk aplikasi,99.605%,negative
mohon segera baik pak sudah mau hari h tapi masih banyak error seperti hal kecil nya capres nya masih nama nama bukan nama capres mesti,98.741%,negative
apk bikin emosi jiwa,99.566%,negative
developer ya kalau misal gak sanggup ngerjain projek sirekap jgn maksa ambil projeknya nyusahin tugas lapang aplikasi eror mulu,99.712%,negative
masih banyak sistem manual tidak ada fokus camera loading saat input foto samgat lama maupun mode offline online,92.434%,negative
sampah anyyiiingg,99.817%,negative
aplikasi payah foto buram salin form c sama hasil sirekap beda angka asal edit tak bisa klik payah,98.841%,negative
milu tinggal sebentar lagi apk masih masalah,90.649%,negative
mohon jadi evaluasi bagi vendor aplikasi karena aplikasi lot sering error loading lama salah baca data lambat kerja tugas kpps,95.989%,negative
aplikasi kurang siap skrng malah ga bisa login username password invalid padahal udah sesuai jaring udah ok gimana nanti hari h padahal skrng baru simulasi mohon tingkat lagi aplikasi terima kasih,63.103%,negative
ah belibet bgd guna aplikasi web sdah bisa login ketika masuk aplikasi user name pass gagal mulu tiap login masukin autentikator mulu yg juga gagal terus aplikasi mudah kerja atau malah sulit kerja sih,99.552%,negative
fiks saat coblos nanti pasti bugggg ganggu ne liat,99.667%,negative
program alokasi anggar perintah biasa gede itungab em-em an tp hasil kelas tugas semester keren otak-atik dada ala sangkuriang detik ngitung suara kacau dah,99.557%,negative
selalu hasil gagal dapat kunci digital masa begini nanti ada pas milu aaahhhh,99.565%,negative
apk bikin stress,99.799%,negative
bang gim accun lupa sandi,89.827%,negative
aplikasi ampas gajelas error mulu,99.778%,negative
jelek gagal aauntetikasi,99.734%,negative
updatean baru malah ga bisa buka kenapa seperti mohon tunjuk,90.791%,negative
apk rekap perlu banyak baik lg segi sistem yg sering eror kapasitas org dlm akses besar agar tidak jadi kendala teknis,50.668%,negative
aplikasi eror tdk bisa guna loading terus,99.195%,negative
apk selalu eror banyak masalah user pass sudah masuk near tetapi tdk bisa masuk,99.080%,negative
apk sangat bantu sedikit tidak ada kendala jauh kata eror,87.628%,negative
eror terus padahal un pw sdh betul,97.801%,negative
biasa aja,99.753%,negative
h- server lelet apalagi pas hari h yg semua guna sirekap pasti akan laku login sama menginput data lapor,99.558%,negative
afk nya sangat buruk rasa akan hambat proses kerja kpps nanti,99.747%,negative
agak susah,98.062%,negative
aplikasi paling bodoh pernah instal hp login aja butuh hari malam itu gagal terus masak proyek negara apk abal abalan,99.804%,negative
error teruss gmn ngak bisa log in udh hari,99.169%,negative
kenapa gak bisa update ya,93.139%,negative
